TIPO_VIA;NOMBRE_VIA;NUMERO;RESTO;texto;entidades
CAMINO;DE LA TORRE;nº20;7*DCHA;CAMINO DE LA TORRE nº20 7*DCHA;('CAMINO DE LA TORRE nº20 7*DCHA', {'entities': [(0, 6, 'TIPO_VIA'), (7, 18, 'NOMBRE_VIA'), (19, 23, 'NUMERO'), (24, 30, 'RESTO')]})
CALLE;DE AMADEO FERNANDEZ;21;4*B;CALLE DE AMADEO FERNANDEZ 21 4*B;('CALLE DE AMADEO FERNANDEZ 21 4*B', {'entities': [(0, 5, 'TIPO_VIA'), (6, 25, 'NOMBRE_VIA'), (26, 28, 'NUMERO'), (29, 32, 'RESTO')]})
CALLE;DE BARBIERI;nr39;8-B;CALLE DE BARBIERI nr39 8-B;('CALLE DE BARBIERI nr39 8-B', {'entities': [(0, 5, 'TIPO_VIA'), (6, 17, 'NOMBRE_VIA'), (18, 22, 'NUMERO'), (23, 26, 'RESTO')]})
CALLE;DE ALFONSO VI;nr1;5-IZDA;CALLE DE ALFONSO VI nr1 5-IZDA;('CALLE DE ALFONSO VI nr1 5-IZDA', {'entities': [(0, 5, 'TIPO_VIA'), (6, 19, 'NOMBRE_VIA'), (20, 23, 'NUMERO'), (24, 30, 'RESTO')]})
CALLE;DE MONFRAGUE;n*16;3 B;CALLE DE MONFRAGUE n*16 3 B;('CALLE DE MONFRAGUE n*16 3 B', {'entities': [(0, 5, 'TIPO_VIA'), (6, 18, 'NOMBRE_VIA'), (19, 23, 'NUMERO'), (24, 27, 'RESTO')]})
CALLE;DEL MONASTERIO DE LAS HUELGAS;nº16;2B;CALLE DEL MONASTERIO DE LAS HUELGAS nº16 2B;('CALLE DEL MONASTERIO DE LAS HUELGAS nº16 2B', {'entities': [(0, 5, 'TIPO_VIA'), (6, 35, 'NOMBRE_VIA'), (36, 40, 'NUMERO'), (41, 43, 'RESTO')]})
CALLE;DE LA SIERRA BULLONES;n*43;1 CTRO;CALLE DE LA SIERRA BULLONES n*43 1 CTRO;('CALLE DE LA SIERRA BULLONES n*43 1 CTRO', {'entities': [(0, 5, 'TIPO_VIA'), (6, 27, 'NOMBRE_VIA'), (28, 32, 'NUMERO'), (33, 39, 'RESTO')]})
CALLE;DE FAUSTINA PEÑALVER;n13;9 C;CALLE DE FAUSTINA PEÑALVER n13 9 C;('CALLE DE FAUSTINA PEÑALVER n13 9 C', {'entities': [(0, 5, 'TIPO_VIA'), (6, 26, 'NOMBRE_VIA'), (27, 30, 'NUMERO'), (31, 34, 'RESTO')]})
CALLE;DE SAN JENARO;nº17;1 CTRO;CALLE DE SAN JENARO nº17 1 CTRO;('CALLE DE SAN JENARO nº17 1 CTRO', {'entities': [(0, 5, 'TIPO_VIA'), (6, 19, 'NOMBRE_VIA'), (20, 24, 'NUMERO'), (25, 31, 'RESTO')]})
CALLE;DE PILAR RUEDA;n22;4*D;CALLE DE PILAR RUEDA n22 4*D;('CALLE DE PILAR RUEDA n22 4*D', {'entities': [(0, 5, 'TIPO_VIA'), (6, 20, 'NOMBRE_VIA'), (21, 24, 'NUMERO'), (25, 28, 'RESTO')]})
CALLE;DE LAS FUNDICIONES;42,;3-C;CALLE DE LAS FUNDICIONES 42, 3-C;('CALLE DE LAS FUNDICIONES 42, 3-C', {'entities': [(0, 5, 'TIPO_VIA'), (6, 24, 'NOMBRE_VIA'), (25, 28, 'NUMERO'), (29, 32, 'RESTO')]})
CALLE;DE ISABEL PATACON;nr27;7 C;CALLE DE ISABEL PATACON nr27 7 C;('CALLE DE ISABEL PATACON nr27 7 C', {'entities': [(0, 5, 'TIPO_VIA'), (6, 23, 'NOMBRE_VIA'), (24, 28, 'NUMERO'), (29, 32, 'RESTO')]})
CALLE;DE LA GALERIA DE ROBLES;n*17;6*C;CALLE DE LA GALERIA DE ROBLES n*17 6*C;('CALLE DE LA GALERIA DE ROBLES n*17 6*C', {'entities': [(0, 5, 'TIPO_VIA'), (6, 29, 'NOMBRE_VIA'), (30, 34, 'NUMERO'), (35, 38, 'RESTO')]})
CALLE;DE LA DULZURA;26;3 CTRO;CALLE DE LA DULZURA 26 3 CTRO;('CALLE DE LA DULZURA 26 3 CTRO', {'entities': [(0, 5, 'TIPO_VIA'), (6, 19, 'NOMBRE_VIA'), (20, 22, 'NUMERO'), (23, 29, 'RESTO')]})
CALLE;DE LOPEZ PUIGCERVER;n42;7C;CALLE DE LOPEZ PUIGCERVER n42 7C;('CALLE DE LOPEZ PUIGCERVER n42 7C', {'entities': [(0, 5, 'TIPO_VIA'), (6, 25, 'NOMBRE_VIA'), (26, 29, 'NUMERO'), (30, 32, 'RESTO')]})
CALLE;DE JUAN ALVAREZ MENDIZABAL;38;9DCHA;CALLE DE JUAN ALVAREZ MENDIZABAL 38 9DCHA;('CALLE DE JUAN ALVAREZ MENDIZABAL 38 9DCHA', {'entities': [(0, 5, 'TIPO_VIA'), (6, 32, 'NOMBRE_VIA'), (33, 35, 'NUMERO'), (36, 41, 'RESTO')]})
CALLE;DE PERICO EL GORDO;47;2A;CALLE DE PERICO EL GORDO 47 2A;('CALLE DE PERICO EL GORDO 47 2A', {'entities': [(0, 5, 'TIPO_VIA'), (6, 24, 'NOMBRE_VIA'), (25, 27, 'NUMERO'), (28, 30, 'RESTO')]})
CALLE;DEL MARQUES VIUDO DE PONTEJOS;n37;1ºCTRO;CALLE DEL MARQUES VIUDO DE PONTEJOS n37 1ºCTRO;('CALLE DEL MARQUES VIUDO DE PONTEJOS n37 1ºCTRO', {'entities': [(0, 5, 'TIPO_VIA'), (6, 35, 'NOMBRE_VIA'), (36, 39, 'NUMERO'), (40, 46, 'RESTO')]})
CALLE;DE FRANCISCO LARGO CABALLERO;n*44;7*DCHA;CALLE DE FRANCISCO LARGO CABALLERO n*44 7*DCHA;('CALLE DE FRANCISCO LARGO CABALLERO n*44 7*DCHA', {'entities': [(0, 5, 'TIPO_VIA'), (6, 34, 'NOMBRE_VIA'), (35, 39, 'NUMERO'), (40, 46, 'RESTO')]})
PLAZA;DE MAR DEL PLATA;25;6ºC;PLAZA DE MAR DEL PLATA 25 6ºC;('PLAZA DE MAR DEL PLATA 25 6ºC', {'entities': [(0, 5, 'TIPO_VIA'), (6, 22, 'NOMBRE_VIA'), (23, 25, 'NUMERO'), (26, 29, 'RESTO')]})
PLAZA;DEL SOMORROSTRO;n36,;7C;PLAZA DEL SOMORROSTRO n36, 7C;('PLAZA DEL SOMORROSTRO n36, 7C', {'entities': [(0, 5, 'TIPO_VIA'), (6, 21, 'NOMBRE_VIA'), (22, 26, 'NUMERO'), (27, 29, 'RESTO')]})
TRAVESÍA;DEL SUSPIRO DEL MORO;44;7*IZDA;TRAVESÍA DEL SUSPIRO DEL MORO 44 7*IZDA;('TRAVESÍA DEL SUSPIRO DEL MORO 44 7*IZDA', {'entities': [(0, 8, 'TIPO_VIA'), (9, 29, 'NOMBRE_VIA'), (30, 32, 'NUMERO'), (33, 39, 'RESTO')]})
CALLE;DE LA TORTA;9;10-DCHA;CALLE DE LA TORTA 9 10-DCHA;('CALLE DE LA TORTA 9 10-DCHA', {'entities': [(0, 5, 'TIPO_VIA'), (6, 17, 'NOMBRE_VIA'), (18, 19, 'NUMERO'), (20, 27, 'RESTO')]})
AVENIDA;DE GUMERSINDO LLORENTE;nº32;7*D;AVENIDA DE GUMERSINDO LLORENTE nº32 7*D;('AVENIDA DE GUMERSINDO LLORENTE nº32 7*D', {'entities': [(0, 7, 'TIPO_VIA'), (8, 30, 'NOMBRE_VIA'), (31, 35, 'NUMERO'), (36, 39, 'RESTO')]})
CALLE;DE SAN CANUTO;n31;1ºIZDA;CALLE DE SAN CANUTO n31 1ºIZDA;('CALLE DE SAN CANUTO n31 1ºIZDA', {'entities': [(0, 5, 'TIPO_VIA'), (6, 19, 'NOMBRE_VIA'), (20, 23, 'NUMERO'), (24, 30, 'RESTO')]})
CALLE;DEL HELIOTROPO;n*30;10-DCHA;CALLE DEL HELIOTROPO n*30 10-DCHA;('CALLE DEL HELIOTROPO n*30 10-DCHA', {'entities': [(0, 5, 'TIPO_VIA'), (6, 20, 'NOMBRE_VIA'), (21, 25, 'NUMERO'), (26, 33, 'RESTO')]})
CALLE;DE ARGENTONA;nr36,;9 CTRO;CALLE DE ARGENTONA nr36, 9 CTRO;('CALLE DE ARGENTONA nr36, 9 CTRO', {'entities': [(0, 5, 'TIPO_VIA'), (6, 18, 'NOMBRE_VIA'), (19, 24, 'NUMERO'), (25, 31, 'RESTO')]})
CALLE;DE ROBREGORDO;n*44,;7*D;CALLE DE ROBREGORDO n*44, 7*D;('CALLE DE ROBREGORDO n*44, 7*D', {'entities': [(0, 5, 'TIPO_VIA'), (6, 19, 'NOMBRE_VIA'), (20, 25, 'NUMERO'), (26, 29, 'RESTO')]})
CALLE;DEL NACIMIENTO;n42;6-A;CALLE DEL NACIMIENTO n42 6-A;('CALLE DEL NACIMIENTO n42 6-A', {'entities': [(0, 5, 'TIPO_VIA'), (6, 20, 'NOMBRE_VIA'), (21, 24, 'NUMERO'), (25, 28, 'RESTO')]})
CALLE;DE MANUEL MARAÑON;n42;2D;CALLE DE MANUEL MARAÑON n42 2D;('CALLE DE MANUEL MARAÑON n42 2D', {'entities': [(0, 5, 'TIPO_VIA'), (6, 23, 'NOMBRE_VIA'), (24, 27, 'NUMERO'), (28, 30, 'RESTO')]})
CALLE;DE RIBOTA;n31;7*A;CALLE DE RIBOTA n31 7*A;('CALLE DE RIBOTA n31 7*A', {'entities': [(0, 5, 'TIPO_VIA'), (6, 15, 'NOMBRE_VIA'), (16, 19, 'NUMERO'), (20, 23, 'RESTO')]})
AVENIDA;DE ALFONSO PEÑA BOEUF;nr48,;6A;AVENIDA DE ALFONSO PEÑA BOEUF nr48, 6A;('AVENIDA DE ALFONSO PEÑA BOEUF nr48, 6A', {'entities': [(0, 7, 'TIPO_VIA'), (8, 29, 'NOMBRE_VIA'), (30, 35, 'NUMERO'), (36, 38, 'RESTO')]})
CALLE;DE SERRANO ANGUITA;nr12,;9*C;CALLE DE SERRANO ANGUITA nr12, 9*C;('CALLE DE SERRANO ANGUITA nr12, 9*C', {'entities': [(0, 5, 'TIPO_VIA'), (6, 24, 'NOMBRE_VIA'), (25, 30, 'NUMERO'), (31, 34, 'RESTO')]})
CALLE;DE SAN MARIANO;nº45;1ºDCHA;CALLE DE SAN MARIANO nº45 1ºDCHA;('CALLE DE SAN MARIANO nº45 1ºDCHA', {'entities': [(0, 5, 'TIPO_VIA'), (6, 20, 'NOMBRE_VIA'), (21, 25, 'NUMERO'), (26, 32, 'RESTO')]})
CALLE;DE MARIANO VELA;n20;4-IZDA;CALLE DE MARIANO VELA n20 4-IZDA;('CALLE DE MARIANO VELA n20 4-IZDA', {'entities': [(0, 5, 'TIPO_VIA'), (6, 21, 'NOMBRE_VIA'), (22, 25, 'NUMERO'), (26, 32, 'RESTO')]})
CALLE;DE LOS CONSERVEROS;n22;7 A;CALLE DE LOS CONSERVEROS n22 7 A;('CALLE DE LOS CONSERVEROS n22 7 A', {'entities': [(0, 5, 'TIPO_VIA'), (6, 24, 'NOMBRE_VIA'), (25, 28, 'NUMERO'), (29, 32, 'RESTO')]})
CALLE;DE ALFREDO BRAÑAS;n*49;5 C;CALLE DE ALFREDO BRAÑAS n*49 5 C;('CALLE DE ALFREDO BRAÑAS n*49 5 C', {'entities': [(0, 5, 'TIPO_VIA'), (6, 23, 'NOMBRE_VIA'), (24, 28, 'NUMERO'), (29, 32, 'RESTO')]})
CALLE;DE LOS CINCELADORES;nr11;7*C;CALLE DE LOS CINCELADORES nr11 7*C;('CALLE DE LOS CINCELADORES nr11 7*C', {'entities': [(0, 5, 'TIPO_VIA'), (6, 25, 'NOMBRE_VIA'), (26, 30, 'NUMERO'), (31, 34, 'RESTO')]})
CALLE;DE LOS TUDESCOS;nº47;2 C;CALLE DE LOS TUDESCOS nº47 2 C;('CALLE DE LOS TUDESCOS nº47 2 C', {'entities': [(0, 5, 'TIPO_VIA'), (6, 21, 'NOMBRE_VIA'), (22, 26, 'NUMERO'), (27, 30, 'RESTO')]})
CAMINO;DE PERALES;n35;9*IZDA;CAMINO DE PERALES n35 9*IZDA;('CAMINO DE PERALES n35 9*IZDA', {'entities': [(0, 6, 'TIPO_VIA'), (7, 17, 'NOMBRE_VIA'), (18, 21, 'NUMERO'), (22, 28, 'RESTO')]})
COSTANILLA;DE LAS TRINITARIAS;nr32,;10*IZDA;COSTANILLA DE LAS TRINITARIAS nr32, 10*IZDA;('COSTANILLA DE LAS TRINITARIAS nr32, 10*IZDA', {'entities': [(0, 10, 'TIPO_VIA'), (11, 29, 'NOMBRE_VIA'), (30, 35, 'NUMERO'), (36, 43, 'RESTO')]})
PLAZA;DE ALOSNO;nr37;1 B;PLAZA DE ALOSNO nr37 1 B;('PLAZA DE ALOSNO nr37 1 B', {'entities': [(0, 5, 'TIPO_VIA'), (6, 15, 'NOMBRE_VIA'), (16, 20, 'NUMERO'), (21, 24, 'RESTO')]})
CALLE;DE LUIS CALVO;nr31;7 CTRO;CALLE DE LUIS CALVO nr31 7 CTRO;('CALLE DE LUIS CALVO nr31 7 CTRO', {'entities': [(0, 5, 'TIPO_VIA'), (6, 19, 'NOMBRE_VIA'), (20, 24, 'NUMERO'), (25, 31, 'RESTO')]})
CARRETERA;DE LAS PUERTAS DE LAS COLUMNAS;n17,;2ºCTRO;CARRETERA DE LAS PUERTAS DE LAS COLUMNAS n17, 2ºCTRO;('CARRETERA DE LAS PUERTAS DE LAS COLUMNAS n17, 2ºCTRO', {'entities': [(0, 9, 'TIPO_VIA'), (10, 40, 'NOMBRE_VIA'), (41, 45, 'NUMERO'), (46, 52, 'RESTO')]})
CALLE;DE BOHEMIOS;nr3;8*B;CALLE DE BOHEMIOS nr3 8*B;('CALLE DE BOHEMIOS nr3 8*B', {'entities': [(0, 5, 'TIPO_VIA'), (6, 17, 'NOMBRE_VIA'), (18, 21, 'NUMERO'), (22, 25, 'RESTO')]})
CALLE;DE SAN ENRIQUE;12;9 IZDA;CALLE DE SAN ENRIQUE 12 9 IZDA;('CALLE DE SAN ENRIQUE 12 9 IZDA', {'entities': [(0, 5, 'TIPO_VIA'), (6, 20, 'NOMBRE_VIA'), (21, 23, 'NUMERO'), (24, 30, 'RESTO')]})
CALLE;DE TESEO;nr32;2ºA;CALLE DE TESEO nr32 2ºA;('CALLE DE TESEO nr32 2ºA', {'entities': [(0, 5, 'TIPO_VIA'), (6, 14, 'NOMBRE_VIA'), (15, 19, 'NUMERO'), (20, 23, 'RESTO')]})
CARRETERA;DE CIRCUNVALACION DE IBERIA;nr6;6*D;CARRETERA DE CIRCUNVALACION DE IBERIA nr6 6*D;('CARRETERA DE CIRCUNVALACION DE IBERIA nr6 6*D', {'entities': [(0, 9, 'TIPO_VIA'), (10, 37, 'NOMBRE_VIA'), (38, 41, 'NUMERO'), (42, 45, 'RESTO')]})
CALLE;DE NAVAS DE ORO;21;9DCHA;CALLE DE NAVAS DE ORO 21 9DCHA;('CALLE DE NAVAS DE ORO 21 9DCHA', {'entities': [(0, 5, 'TIPO_VIA'), (6, 21, 'NOMBRE_VIA'), (22, 24, 'NUMERO'), (25, 30, 'RESTO')]})
PLAZA;DE ALCIRA;5,;4 C;PLAZA DE ALCIRA 5, 4 C;('PLAZA DE ALCIRA 5, 4 C', {'entities': [(0, 5, 'TIPO_VIA'), (6, 15, 'NOMBRE_VIA'), (16, 18, 'NUMERO'), (19, 22, 'RESTO')]})
GLORIETA;DE PEDRO CASARIEGO;35;10-A;GLORIETA DE PEDRO CASARIEGO 35 10-A;('GLORIETA DE PEDRO CASARIEGO 35 10-A', {'entities': [(0, 8, 'TIPO_VIA'), (9, 27, 'NOMBRE_VIA'), (28, 30, 'NUMERO'), (31, 35, 'RESTO')]})
CALLE;DE LA BELLADONA;nr47;3*IZDA;CALLE DE LA BELLADONA nr47 3*IZDA;('CALLE DE LA BELLADONA nr47 3*IZDA', {'entities': [(0, 5, 'TIPO_VIA'), (6, 21, 'NOMBRE_VIA'), (22, 26, 'NUMERO'), (27, 33, 'RESTO')]})
CALLEJÓN;DE BLASCO DE GARAY;12;7 IZDA;CALLEJÓN DE BLASCO DE GARAY 12 7 IZDA;('CALLEJÓN DE BLASCO DE GARAY 12 7 IZDA', {'entities': [(0, 8, 'TIPO_VIA'), (9, 27, 'NOMBRE_VIA'), (28, 30, 'NUMERO'), (31, 37, 'RESTO')]})
CALLE;DE SAN DACIO;n*8;3A;CALLE DE SAN DACIO n*8 3A;('CALLE DE SAN DACIO n*8 3A', {'entities': [(0, 5, 'TIPO_VIA'), (6, 18, 'NOMBRE_VIA'), (19, 22, 'NUMERO'), (23, 25, 'RESTO')]})
CALLE;DE SANTA DOROTEA;n12;4*C;CALLE DE SANTA DOROTEA n12 4*C;('CALLE DE SANTA DOROTEA n12 4*C', {'entities': [(0, 5, 'TIPO_VIA'), (6, 22, 'NOMBRE_VIA'), (23, 26, 'NUMERO'), (27, 30, 'RESTO')]})
CALLE;DE SANTA EVA;5;5D;CALLE DE SANTA EVA 5 5D;('CALLE DE SANTA EVA 5 5D', {'entities': [(0, 5, 'TIPO_VIA'), (6, 18, 'NOMBRE_VIA'), (19, 20, 'NUMERO'), (21, 23, 'RESTO')]})
CALLE;DEL CATAMARAN;n49;1 CTRO;CALLE DEL CATAMARAN n49 1 CTRO;('CALLE DEL CATAMARAN n49 1 CTRO', {'entities': [(0, 5, 'TIPO_VIA'), (6, 19, 'NOMBRE_VIA'), (20, 23, 'NUMERO'), (24, 30, 'RESTO')]})
PLAZA;DEL CORDON;n49,;3ºCTRO;PLAZA DEL CORDON n49, 3ºCTRO;('PLAZA DEL CORDON n49, 3ºCTRO', {'entities': [(0, 5, 'TIPO_VIA'), (6, 16, 'NOMBRE_VIA'), (17, 21, 'NUMERO'), (22, 28, 'RESTO')]})
GLORIETA;DE JOSE BENITO DE CHURRIGUERA;nº42,;8 DCHA;GLORIETA DE JOSE BENITO DE CHURRIGUERA nº42, 8 DCHA;('GLORIETA DE JOSE BENITO DE CHURRIGUERA nº42, 8 DCHA', {'entities': [(0, 8, 'TIPO_VIA'), (9, 38, 'NOMBRE_VIA'), (39, 44, 'NUMERO'), (45, 51, 'RESTO')]})
CALLE;DE GREGORIO SANCHEZ HERRAEZ;9;10B;CALLE DE GREGORIO SANCHEZ HERRAEZ 9 10B;('CALLE DE GREGORIO SANCHEZ HERRAEZ 9 10B', {'entities': [(0, 5, 'TIPO_VIA'), (6, 33, 'NOMBRE_VIA'), (34, 35, 'NUMERO'), (36, 39, 'RESTO')]})
CALLE;DE MANUEL AZAÑA;nr10;5C;CALLE DE MANUEL AZAÑA nr10 5C;('CALLE DE MANUEL AZAÑA nr10 5C', {'entities': [(0, 5, 'TIPO_VIA'), (6, 21, 'NOMBRE_VIA'), (22, 26, 'NUMERO'), (27, 29, 'RESTO')]})
TRAVESÍA;DE QUIJADA DE PANDIELLOS;nº9;8*C;TRAVESÍA DE QUIJADA DE PANDIELLOS nº9 8*C;('TRAVESÍA DE QUIJADA DE PANDIELLOS nº9 8*C', {'entities': [(0, 8, 'TIPO_VIA'), (9, 33, 'NOMBRE_VIA'), (34, 37, 'NUMERO'), (38, 41, 'RESTO')]})
PASAJE;DE TONY LEBLANC;31;2 B;PASAJE DE TONY LEBLANC 31 2 B;('PASAJE DE TONY LEBLANC 31 2 B', {'entities': [(0, 6, 'TIPO_VIA'), (7, 22, 'NOMBRE_VIA'), (23, 25, 'NUMERO'), (26, 29, 'RESTO')]})
CALLE;DE PEDRO MUGURUZA;nº24;4*CTRO;CALLE DE PEDRO MUGURUZA nº24 4*CTRO;('CALLE DE PEDRO MUGURUZA nº24 4*CTRO', {'entities': [(0, 5, 'TIPO_VIA'), (6, 23, 'NOMBRE_VIA'), (24, 28, 'NUMERO'), (29, 35, 'RESTO')]})
GLORIETA;DEL SILICE;n*20;9ºA;GLORIETA DEL SILICE n*20 9ºA;('GLORIETA DEL SILICE n*20 9ºA', {'entities': [(0, 8, 'TIPO_VIA'), (9, 19, 'NOMBRE_VIA'), (20, 24, 'NUMERO'), (25, 28, 'RESTO')]})
PLAZA;DE MENENDEZ PELAYO;nr11;7 D;PLAZA DE MENENDEZ PELAYO nr11 7 D;('PLAZA DE MENENDEZ PELAYO nr11 7 D', {'entities': [(0, 5, 'TIPO_VIA'), (6, 24, 'NOMBRE_VIA'), (25, 29, 'NUMERO'), (30, 33, 'RESTO')]})
CALLE;DE IGNACIO GARCIA;50;10A;CALLE DE IGNACIO GARCIA 50 10A;('CALLE DE IGNACIO GARCIA 50 10A', {'entities': [(0, 5, 'TIPO_VIA'), (6, 23, 'NOMBRE_VIA'), (24, 26, 'NUMERO'), (27, 30, 'RESTO')]})
CALLE;DE LOPE DE HARO;20;6-A;CALLE DE LOPE DE HARO 20 6-A;('CALLE DE LOPE DE HARO 20 6-A', {'entities': [(0, 5, 'TIPO_VIA'), (6, 21, 'NOMBRE_VIA'), (22, 24, 'NUMERO'), (25, 28, 'RESTO')]})
PASEO;DE LOS CEREZOS;nr29;5-CTRO;PASEO DE LOS CEREZOS nr29 5-CTRO;('PASEO DE LOS CEREZOS nr29 5-CTRO', {'entities': [(0, 5, 'TIPO_VIA'), (6, 20, 'NOMBRE_VIA'), (21, 25, 'NUMERO'), (26, 32, 'RESTO')]})
CALLE;DEL LEON;n*39,;8A;CALLE DEL LEON n*39, 8A;('CALLE DEL LEON n*39, 8A', {'entities': [(0, 5, 'TIPO_VIA'), (6, 14, 'NOMBRE_VIA'), (15, 20, 'NUMERO'), (21, 23, 'RESTO')]})
CALLE;DE LA ACEBEDA;n*5;5CTRO;CALLE DE LA ACEBEDA n*5 5CTRO;('CALLE DE LA ACEBEDA n*5 5CTRO', {'entities': [(0, 5, 'TIPO_VIA'), (6, 19, 'NOMBRE_VIA'), (20, 23, 'NUMERO'), (24, 29, 'RESTO')]})
CALLE;DEL CORMORAN;n46;6ºIZDA;CALLE DEL CORMORAN n46 6ºIZDA;('CALLE DEL CORMORAN n46 6ºIZDA', {'entities': [(0, 5, 'TIPO_VIA'), (6, 18, 'NOMBRE_VIA'), (19, 22, 'NUMERO'), (23, 29, 'RESTO')]})
CALLE;DEL ARROYO DEL MONTE;n*7;1-CTRO;CALLE DEL ARROYO DEL MONTE n*7 1-CTRO;('CALLE DEL ARROYO DEL MONTE n*7 1-CTRO', {'entities': [(0, 5, 'TIPO_VIA'), (6, 26, 'NOMBRE_VIA'), (27, 30, 'NUMERO'), (31, 37, 'RESTO')]})
CALLE;DEL VADO;n*10;4ºCTRO;CALLE DEL VADO n*10 4ºCTRO;('CALLE DEL VADO n*10 4ºCTRO', {'entities': [(0, 5, 'TIPO_VIA'), (6, 14, 'NOMBRE_VIA'), (15, 19, 'NUMERO'), (20, 26, 'RESTO')]})
PASEO;DE LA INFANTA ISABEL;nr50;4-CTRO;PASEO DE LA INFANTA ISABEL nr50 4-CTRO;('PASEO DE LA INFANTA ISABEL nr50 4-CTRO', {'entities': [(0, 5, 'TIPO_VIA'), (6, 26, 'NOMBRE_VIA'), (27, 31, 'NUMERO'), (32, 38, 'RESTO')]})
CALLE;DEL CINE;n8,;10 DCHA;CALLE DEL CINE n8, 10 DCHA;('CALLE DEL CINE n8, 10 DCHA', {'entities': [(0, 5, 'TIPO_VIA'), (6, 14, 'NOMBRE_VIA'), (15, 18, 'NUMERO'), (19, 26, 'RESTO')]})
RONDA;DE SOBRADIEL;15;6-D;RONDA DE SOBRADIEL 15 6-D;('RONDA DE SOBRADIEL 15 6-D', {'entities': [(0, 5, 'TIPO_VIA'), (6, 18, 'NOMBRE_VIA'), (19, 21, 'NUMERO'), (22, 25, 'RESTO')]})
CALLE;DEL MAESTRO ALONSO;n48;9 IZDA;CALLE DEL MAESTRO ALONSO n48 9 IZDA;('CALLE DEL MAESTRO ALONSO n48 9 IZDA', {'entities': [(0, 5, 'TIPO_VIA'), (6, 24, 'NOMBRE_VIA'), (25, 28, 'NUMERO'), (29, 35, 'RESTO')]})
CALLE;DE OLOMBRADA;49;1-CTRO;CALLE DE OLOMBRADA 49 1-CTRO;('CALLE DE OLOMBRADA 49 1-CTRO', {'entities': [(0, 5, 'TIPO_VIA'), (6, 18, 'NOMBRE_VIA'), (19, 21, 'NUMERO'), (22, 28, 'RESTO')]})
CALLE;DE LA BAÑEZA;18;3*IZDA;CALLE DE LA BAÑEZA 18 3*IZDA;('CALLE DE LA BAÑEZA 18 3*IZDA', {'entities': [(0, 5, 'TIPO_VIA'), (6, 18, 'NOMBRE_VIA'), (19, 21, 'NUMERO'), (22, 28, 'RESTO')]})
PLAZA;DEL PARROCO LUIS CALLEJA;26;7 A;PLAZA DEL PARROCO LUIS CALLEJA 26 7 A;('PLAZA DEL PARROCO LUIS CALLEJA 26 7 A', {'entities': [(0, 5, 'TIPO_VIA'), (6, 30, 'NOMBRE_VIA'), (31, 33, 'NUMERO'), (34, 37, 'RESTO')]})
CALLE;DE GERMAN PEREZ CARRASCO;nr10;10A;CALLE DE GERMAN PEREZ CARRASCO nr10 10A;('CALLE DE GERMAN PEREZ CARRASCO nr10 10A', {'entities': [(0, 5, 'TIPO_VIA'), (6, 30, 'NOMBRE_VIA'), (31, 35, 'NUMERO'), (36, 39, 'RESTO')]})
CALLE;DE CARAVACA;42;10 CTRO;CALLE DE CARAVACA 42 10 CTRO;('CALLE DE CARAVACA 42 10 CTRO', {'entities': [(0, 5, 'TIPO_VIA'), (6, 17, 'NOMBRE_VIA'), (18, 20, 'NUMERO'), (21, 28, 'RESTO')]})
CALLE;DE ALHAURIN;nº39;6DCHA;CALLE DE ALHAURIN nº39 6DCHA;('CALLE DE ALHAURIN nº39 6DCHA', {'entities': [(0, 5, 'TIPO_VIA'), (6, 17, 'NOMBRE_VIA'), (18, 22, 'NUMERO'), (23, 28, 'RESTO')]})
CALLE;DE SANTO DOMINGO SAVIO;24,;5A;CALLE DE SANTO DOMINGO SAVIO 24, 5A;('CALLE DE SANTO DOMINGO SAVIO 24, 5A', {'entities': [(0, 5, 'TIPO_VIA'), (6, 28, 'NOMBRE_VIA'), (29, 32, 'NUMERO'), (33, 35, 'RESTO')]})
CALLE;DE LA NAVEGACION;n17;4ºB;CALLE DE LA NAVEGACION n17 4ºB;('CALLE DE LA NAVEGACION n17 4ºB', {'entities': [(0, 5, 'TIPO_VIA'), (6, 22, 'NOMBRE_VIA'), (23, 26, 'NUMERO'), (27, 30, 'RESTO')]})
CALLE;DE SAN ILDEFONSO;44;2IZDA;CALLE DE SAN ILDEFONSO 44 2IZDA;('CALLE DE SAN ILDEFONSO 44 2IZDA', {'entities': [(0, 5, 'TIPO_VIA'), (6, 22, 'NOMBRE_VIA'), (23, 25, 'NUMERO'), (26, 31, 'RESTO')]})
CALLE;DEL LAGO NICARAGUA;n*2;7C;CALLE DEL LAGO NICARAGUA n*2 7C;('CALLE DEL LAGO NICARAGUA n*2 7C', {'entities': [(0, 5, 'TIPO_VIA'), (6, 24, 'NOMBRE_VIA'), (25, 28, 'NUMERO'), (29, 31, 'RESTO')]})
CALLE;DE SAN WENCESLAO;n*43;2 CTRO;CALLE DE SAN WENCESLAO n*43 2 CTRO;('CALLE DE SAN WENCESLAO n*43 2 CTRO', {'entities': [(0, 5, 'TIPO_VIA'), (6, 22, 'NOMBRE_VIA'), (23, 27, 'NUMERO'), (28, 34, 'RESTO')]})
CALLE;DE FILIPINAS;n*18;1*D;CALLE DE FILIPINAS n*18 1*D;('CALLE DE FILIPINAS n*18 1*D', {'entities': [(0, 5, 'TIPO_VIA'), (6, 18, 'NOMBRE_VIA'), (19, 23, 'NUMERO'), (24, 27, 'RESTO')]})
